Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Product_Supermarket_Sales
NCL55,CHUKWUDI017,NCL55_CHUKWUDI017,12.15,Low Fat,0.065026434,Others,634.26,2014,,Cluster 2,Supermarket Type1,12650.2
NCL55,CHUKWUDI019,NCL55_CHUKWUDI019,,Low Fat,0.113212516,Others,636.51,1992,Small,Cluster 1,Grocery Store,1897.53
NCL55,CHUKWUDI035,NCL55_CHUKWUDI035,12.15,Low Fat,0.06464846,Others,633.51,2011,Small,Cluster 2,Supermarket Type1,12017.69
NCL55,CHUKWUDI045,NCL55_CHUKWUDI045,12.15,Low Fat,0.06479182,Others,635.01,2009,,Cluster 2,Supermarket Type1,5692.59
NCM05,CHUKWUDI019,NCM05_CHUKWUDI019,,Low Fat,0.104784329,Health and Hygiene,665.06,1992,Small,Cluster 1,Grocery Store,1321.61
NCM06,CHUKWUDI010,NCM06_CHUKWUDI010,7.475,Low Fat,0.126752975,Household,385.66,2005,,Cluster 3,Grocery Store,772.33
NCM06,CHUKWUDI017,NCM06_CHUKWUDI017,7.475,Low Fat,0.076156245,Household,391.16,2014,,Cluster 2,Supermarket Type1,5020.13
NCM06,CHUKWUDI018,NCM06_CHUKWUDI018,7.475,Low Fat,0.076036381,Household,384.91,2016,Medium,Cluster 3,Supermarket Type2,6564.79
NCM06,CHUKWUDI027,NCM06_CHUKWUDI027,,Low Fat,0.075361182,Household,389.16,1992,Medium,Cluster 3,Supermarket Type3,8109.44
NCM06,CHUKWUDI035,NCM06_CHUKWUDI035,7.475,Ultra Low fat,0.075713578,Household,391.16,2011,Small,Cluster 2,Supermarket Type1,6178.62
NCM06,CHUKWUDI045,NCM06_CHUKWUDI045,7.475,Ultra Low fat,0.075881475,Household,388.16,2009,,Cluster 2,Supermarket Type1,7337.12
NCM06,CHUKWUDI049,NCM06_CHUKWUDI049,7.475,Low Fat,0.075845634,Household,390.16,2006,Medium,Cluster 1,Supermarket Type1,4633.97
NCM07,CHUKWUDI013,NCM07_CHUKWUDI013,9.395,Low Fat,0.039928582,Others,208.23,1994,High,Cluster 3,Supermarket Type1,3145.91
NCM17,CHUKWUDI013,NCM17_CHUKWUDI013,7.93,Low Fat,0.071076672,Health and Hygiene,112.27,1994,High,Cluster 3,Supermarket Type1,2007.39
NCM19,CHUKWUDI013,NCM19_CHUKWUDI013,12.65,Low Fat,0.047197936,Others,285.3,1994,High,Cluster 3,Supermarket Type1,8720.32
NCM19,CHUKWUDI046,NCM19_CHUKWUDI046,12.65,Low Fat,0.047237246,Others,281.3,2004,Small,Cluster 1,Supermarket Type1,1969.1
NCM26,CHUKWUDI013,NCM26_CHUKWUDI013,20.5,Ultra Low fat,0.02312394,Others,386.59,1994,High,Cluster 3,Supermarket Type1,5742.53
NCM26,CHUKWUDI017,NCM26_CHUKWUDI017,20.5,Ultra Low fat,0.023274107,Others,385.34,2014,,Cluster 2,Supermarket Type1,7273.87
NCM26,CHUKWUDI019,NCM26_CHUKWUDI019,,Low Fat,0.040520754,Others,384.84,1992,Small,Cluster 1,Grocery Store,382.84
NCM26,CHUKWUDI045,NCM26_CHUKWUDI045,20.5,Low Fat,0.023190134,Others,383.59,2009,,Cluster 2,Supermarket Type1,9953.71
NCM26,CHUKWUDI049,NCM26_CHUKWUDI049,20.5,Ultra Low fat,0.023179181,Others,385.09,2006,Medium,Cluster 1,Supermarket Type1,6125.36
NCM29,CHUKWUDI010,NCM29_CHUKWUDI010,11.5,Low Fat,0.029529474,Health and Hygiene,331.66,2005,,Cluster 3,Grocery Store,655.81
NCM29,CHUKWUDI017,NCM29_CHUKWUDI017,11.5,Low Fat,0.01774202,Health and Hygiene,324.16,2014,,Cluster 2,Supermarket Type1,4590.69
NCM29,CHUKWUDI018,NCM29_CHUKWUDI018,11.5,Low Fat,0.017714096,Health and Hygiene,332.41,2016,Medium,Cluster 3,Supermarket Type2,3606.97
NCM29,CHUKWUDI035,NCM29_CHUKWUDI035,11.5,Low Fat,0.017638893,Health and Hygiene,331.91,2011,Small,Cluster 2,Supermarket Type1,7213.94
NCM29,CHUKWUDI045,NCM29_CHUKWUDI045,11.5,Low Fat,0.017678008,Health and Hygiene,323.16,2009,,Cluster 2,Supermarket Type1,4262.78
NCM29,CHUKWUDI046,NCM29_CHUKWUDI046,11.5,Ultra Low fat,0.017642229,Health and Hygiene,329.66,2004,Small,Cluster 1,Supermarket Type1,7213.94
NCM30,CHUKWUDI013,NCM30_CHUKWUDI013,19.1,Ultra Low fat,0.067239404,Household,99.2,1994,High,Cluster 3,Supermarket Type1,1651.18
NCM31,CHUKWUDI017,NCM31_CHUKWUDI017,6.095,Low Fat,0.0816559,Others,358.29,2014,,Cluster 2,Supermarket Type1,7090.77
NCM31,CHUKWUDI018,NCM31_CHUKWUDI018,6.095,Low Fat,0.08152738,Others,350.79,2016,Medium,Cluster 3,Supermarket Type2,4609
NCM31,CHUKWUDI045,NCM31_CHUKWUDI045,6.095,Low Fat,0.081361288,Others,354.79,2009,,Cluster 2,Supermarket Type1,6736.23
NCM31,CHUKWUDI046,NCM31_CHUKWUDI046,6.095,Low Fat,0.081196619,Others,353.54,2004,Small,Cluster 1,Supermarket Type1,3545.39
NCM41,CHUKWUDI013,NCM41_CHUKWUDI013,16.5,Low Fat,0.035626319,Health and Hygiene,232.78,1994,High,Cluster 3,Supermarket Type1,2330.3
NCM41,CHUKWUDI049,NCM41_CHUKWUDI049,16.5,Low Fat,0.035711426,Health and Hygiene,234.03,2006,Medium,Cluster 1,Supermarket Type1,3961.51
NCM42,CHUKWUDI049,NCM42_CHUKWUDI049,6.13,Low Fat,0.028365524,Household,275.23,2006,Medium,Cluster 1,Supermarket Type1,4094.67
NCM43,CHUKWUDI010,NCM43_CHUKWUDI010,14.5,Low Fat,0.032597778,Others,409.05,2005,,Cluster 3,Grocery Store,2039.01
NCM43,CHUKWUDI013,NCM43_CHUKWUDI013,14.5,Low Fat,0.019459164,Others,404.05,1994,High,Cluster 3,Supermarket Type1,5301.43
NCM43,CHUKWUDI018,NCM43_CHUKWUDI018,14.5,Low Fat,0.019554705,Others,406.05,2016,Medium,Cluster 3,Supermarket Type2,4893.63
NCM43,CHUKWUDI019,NCM43_CHUKWUDI019,,Low Fat,0.03409886,Others,406.55,1992,Small,Cluster 1,Grocery Store,2039.01
NCM43,CHUKWUDI027,NCM43_CHUKWUDI027,,Low Fat,0.01938106,Others,410.8,1992,Medium,Cluster 3,Supermarket Type3,13865.29
NCM43,CHUKWUDI035,NCM43_CHUKWUDI035,14.5,Low Fat,0.019471688,Others,412.05,2011,Small,Cluster 2,Supermarket Type1,5301.43
NCM43,CHUKWUDI049,NCM43_CHUKWUDI049,14.5,Low Fat,0.01950565,Others,409.8,2006,Medium,Cluster 1,Supermarket Type1,6117.04
NCM53,CHUKWUDI018,NCM53_CHUKWUDI018,18.75,Low Fat,0.052252908,Health and Hygiene,264.32,2016,Medium,Cluster 3,Supermarket Type2,4261.12
NCM53,CHUKWUDI046,NCM53_CHUKWUDI046,18.75,Low Fat,0.052040915,Health and Hygiene,264.32,2004,Small,Cluster 1,Supermarket Type1,5060.08
NCM53,CHUKWUDI049,NCM53_CHUKWUDI049,18.75,Low Fat,0.052121825,Health and Hygiene,262.07,2006,Medium,Cluster 1,Supermarket Type1,5859.04
NCM54,CHUKWUDI013,NCM54_CHUKWUDI013,17.7,Low Fat,0.05089667,Household,313.92,1994,High,Cluster 3,Supermarket Type1,3497.11
NCM54,CHUKWUDI018,NCM54_CHUKWUDI018,17.7,Ultra Low fat,0.051146565,Household,318.42,2016,Medium,Cluster 3,Supermarket Type2,8265.91
NCM54,CHUKWUDI019,NCM54_CHUKWUDI019,,Low Fat,0.08918772,Household,322.42,1992,Small,Cluster 1,Grocery Store,635.84
NCM54,CHUKWUDI035,NCM54_CHUKWUDI035,17.7,Low Fat,0.050929429,Household,322.92,2011,Small,Cluster 2,Supermarket Type1,4450.87
NCM55,CHUKWUDI046,NCM55_CHUKWUDI046,15.6,Low Fat,0.066726133,Others,464.73,2004,Small,Cluster 1,Supermarket Type1,8791.89
NCM55,CHUKWUDI049,NCM55_CHUKWUDI049,15.6,Low Fat,0.066829875,Others,463.98,2006,Medium,Cluster 1,Supermarket Type1,7866.43
NCN05,CHUKWUDI017,NCN05_CHUKWUDI017,8.235,Low Fat,0.014541462,Health and Hygiene,461.24,2014,,Cluster 2,Supermarket Type1,9612.49
NCN05,CHUKWUDI018,NCN05_CHUKWUDI018,8.235,Low Fat,0.014518575,Health and Hygiene,455.49,2016,Medium,Cluster 3,Supermarket Type2,5950.59
NCN05,CHUKWUDI035,NCN05_CHUKWUDI035,8.235,Low Fat,0.014456938,Health and Hygiene,461.99,2011,Small,Cluster 2,Supermarket Type1,3661.9
NCN05,CHUKWUDI045,NCN05_CHUKWUDI045,8.235,Low Fat,0.014488997,Health and Hygiene,459.49,2009,,Cluster 2,Supermarket Type1,7323.8
NCN05,CHUKWUDI046,NCN05_CHUKWUDI046,8.235,Low Fat,0.014459672,Health and Hygiene,454.74,2004,Small,Cluster 1,Supermarket Type1,1830.95
NCN05,CHUKWUDI049,NCN05_CHUKWUDI049,8.235,Low Fat,0.014482153,Health and Hygiene,455.74,2006,Medium,Cluster 1,Supermarket Type1,9154.75
NCN06,CHUKWUDI010,NCN06_CHUKWUDI010,8.39,Low Fat,0.20168772,Household,407.22,2005,,Cluster 3,Grocery Store,818.93
NCN06,CHUKWUDI013,NCN06_CHUKWUDI013,8.39,Low Fat,0.120396991,Household,408.72,1994,High,Cluster 3,Supermarket Type1,11465.08
NCN06,CHUKWUDI017,NCN06_CHUKWUDI017,8.39,Low Fat,0.121178848,Household,412.97,2014,,Cluster 2,Supermarket Type1,6960.94
NCN06,CHUKWUDI035,NCN06_CHUKWUDI035,8.39,Low Fat,0.120474481,Household,413.97,2011,Small,Cluster 2,Supermarket Type1,4913.6
NCN06,CHUKWUDI046,NCN06_CHUKWUDI046,8.39,Low Fat,0.120497266,Household,405.72,2004,Small,Cluster 1,Supermarket Type1,6551.47
NCN07,CHUKWUDI010,NCN07_CHUKWUDI010,18.5,Low Fat,0.056816465,Others,330.32,2005,,Cluster 3,Grocery Store,659.14
NCN07,CHUKWUDI013,NCN07_CHUKWUDI013,18.5,Low Fat,0.03391645,Others,327.32,1994,High,Cluster 3,Supermarket Type1,4284.42
NCN07,CHUKWUDI018,NCN07_CHUKWUDI018,18.5,Low Fat,0.034082974,Others,327.32,2016,Medium,Cluster 3,Supermarket Type2,4943.57
NCN07,CHUKWUDI035,NCN07_CHUKWUDI035,18.5,Low Fat,0.033938279,Others,331.32,2011,Small,Cluster 2,Supermarket Type1,3295.71
NCN07,CHUKWUDI045,NCN07_CHUKWUDI045,18.5,Low Fat,0.034013539,Others,333.07,2009,,Cluster 2,Supermarket Type1,6920.99
NCN07,CHUKWUDI046,NCN07_CHUKWUDI046,18.5,Low Fat,0.033944698,Others,324.82,2004,Small,Cluster 1,Supermarket Type1,2636.57
NCN07,CHUKWUDI049,NCN07_CHUKWUDI049,18.5,Low Fat,0.033997473,Others,324.82,2006,Medium,Cluster 1,Supermarket Type1,4613.99
NCN14,CHUKWUDI017,NCN14_CHUKWUDI017,19.1,Low Fat,0.092437711,Others,463.15,2014,,Cluster 2,Supermarket Type1,3675.22
NCN14,CHUKWUDI019,NCN14_CHUKWUDI019,,Low Fat,0.160936178,Others,460.65,1992,Small,Cluster 1,Grocery Store,918.8
NCN14,CHUKWUDI027,NCN14_CHUKWUDI027,,Low Fat,0.09147267,Others,461.65,1992,Medium,Cluster 3,Supermarket Type3,6891.03
NCN14,CHUKWUDI046,NCN14_CHUKWUDI046,19.1,Low Fat,0.091917786,Others,456.9,2004,Small,Cluster 1,Supermarket Type1,4594.02
NCN14,CHUKWUDI049,NCN14_CHUKWUDI049,19.1,Low Fat,0.092060694,Others,459.4,2006,Medium,Cluster 1,Supermarket Type1,11944.45
NCN17,CHUKWUDI013,NCN17_CHUKWUDI013,11,Low Fat,0.05489331,Health and Hygiene,254.84,1994,High,Cluster 3,Supermarket Type1,2764.73
NCN17,CHUKWUDI046,NCN17_CHUKWUDI046,11,Low Fat,0.054939029,Health and Hygiene,253.59,2004,Small,Cluster 1,Supermarket Type1,4021.43
NCN18,CHUKWUDI013,NCN18_CHUKWUDI013,8.895,Low Fat,0.124610886,Household,282.89,1994,High,Cluster 3,Supermarket Type1,10626.17
NCN18,CHUKWUDI018,NCN18_CHUKWUDI018,8.895,Low Fat,0.125222705,Household,283.39,2016,Medium,Cluster 3,Supermarket Type2,2516.72
NCN19,CHUKWUDI017,NCN19_CHUKWUDI017,13.1,Low Fat,0.012167988,Others,475.63,2014,,Cluster 2,Supermarket Type1,10436.42
NCN19,CHUKWUDI018,NCN19_CHUKWUDI018,13.1,Low Fat,0.012148836,Others,478.38,2016,Medium,Cluster 3,Supermarket Type2,3320.68
NCN19,CHUKWUDI019,NCN19_CHUKWUDI019,,Low Fat,0.021184746,Others,473.88,1992,Small,Cluster 1,Grocery Store,948.77
NCN19,CHUKWUDI035,NCN19_CHUKWUDI035,13.1,Low Fat,0.01209726,Others,472.13,2011,Small,Cluster 2,Supermarket Type1,8064.5
NCN19,CHUKWUDI046,NCN19_CHUKWUDI046,13.1,Low Fat,0,Others,473.13,2004,Small,Cluster 1,Supermarket Type1,3795.06
NCN26,CHUKWUDI010,NCN26_CHUKWUDI010,10.85,Ultra Low fat,0.048004263,Household,293.95,2005,,Cluster 3,Grocery Store,878.86
NCN26,CHUKWUDI013,NCN26_CHUKWUDI013,10.85,Low Fat,0,Household,297.7,1994,High,Cluster 3,Supermarket Type1,5859.04
NCN26,CHUKWUDI046,NCN26_CHUKWUDI046,10.85,Low Fat,0.028679894,Household,287.95,2004,Small,Cluster 1,Supermarket Type1,5273.14
NCN29,CHUKWUDI010,NCN29_CHUKWUDI010,15.2,Low Fat,0.020280476,Health and Hygiene,122.76,2005,,Cluster 3,Grocery Store,486.03
NCN30,CHUKWUDI010,NCN30_CHUKWUDI010,16.35,Low Fat,0.02844314,Household,245.35,2005,,Cluster 3,Grocery Store,965.41
NCN30,CHUKWUDI013,NCN30_CHUKWUDI013,16.35,Low Fat,0.016979063,Household,243.6,1994,High,Cluster 3,Supermarket Type1,1930.82
NCN30,CHUKWUDI046,NCN30_CHUKWUDI046,16.35,Ultra Low fat,0.016993204,Household,239.35,2004,Small,Cluster 1,Supermarket Type1,2413.53
NCN41,CHUKWUDI010,NCN41_CHUKWUDI010,17,Low Fat,0.087387669,Health and Hygiene,312.68,2005,,Cluster 3,Grocery Store,923.8
NCN41,CHUKWUDI013,NCN41_CHUKWUDI013,17,Low Fat,0.052165855,Health and Hygiene,312.68,1994,High,Cluster 3,Supermarket Type1,2771.39
NCN41,CHUKWUDI018,NCN41_CHUKWUDI018,17,Low Fat,0.052421981,Health and Hygiene,309.43,2016,Medium,Cluster 3,Supermarket Type2,3079.33
NCN41,CHUKWUDI019,NCN41_CHUKWUDI019,,Low Fat,0.091411749,Health and Hygiene,303.43,1992,Small,Cluster 1,Grocery Store,923.8
NCN41,CHUKWUDI046,NCN41_CHUKWUDI046,17,Low Fat,0.052209303,Health and Hygiene,305.93,2004,Small,Cluster 1,Supermarket Type1,6466.58
NCN42,CHUKWUDI013,NCN42_CHUKWUDI013,20.25,Low Fat,0,Household,364.1,1994,High,Cluster 3,Supermarket Type1,8460.65
NCN42,CHUKWUDI018,NCN42_CHUKWUDI018,20.25,Low Fat,0.014280554,Household,370.1,2016,Medium,Cluster 3,Supermarket Type2,2942.84
NCN42,CHUKWUDI027,NCN42_CHUKWUDI027,,Low Fat,0.014153743,Household,364.1,1992,Medium,Cluster 3,Supermarket Type3,9564.22
NCN42,CHUKWUDI045,NCN42_CHUKWUDI045,20.25,Low Fat,0.014251461,Household,371.6,2009,,Cluster 2,Supermarket Type1,6621.38
NCN42,CHUKWUDI046,NCN42_CHUKWUDI046,20.25,Low Fat,0.014222617,Household,372.35,2004,Small,Cluster 1,Supermarket Type1,8828.51
NCN43,CHUKWUDI010,NCN43_CHUKWUDI010,12.15,Low Fat,0.011314423,Others,307.43,2005,,Cluster 3,Grocery Store,307.93
NCN43,CHUKWUDI013,NCN43_CHUKWUDI013,12.15,Low Fat,0.006754117,Others,305.43,1994,High,Cluster 3,Supermarket Type1,6466.58
NCN43,CHUKWUDI019,NCN43_CHUKWUDI019,,Low Fat,0.011835436,Others,303.43,1992,Small,Cluster 1,Grocery Store,615.87
NCN43,CHUKWUDI046,NCN43_CHUKWUDI046,12.15,Low Fat,0,Others,309.43,2004,Small,Cluster 1,Supermarket Type1,8314.18
NCN43,CHUKWUDI049,NCN43_CHUKWUDI049,12.15,Low Fat,0.006770252,Others,311.18,2006,Medium,Cluster 1,Supermarket Type1,3079.33
NCN53,CHUKWUDI010,NCN53_CHUKWUDI010,5.175,Low Fat,0.050808821,Health and Hygiene,84.22,2005,,Cluster 3,Grocery Store,176.44
NCN53,CHUKWUDI013,NCN53_CHUKWUDI013,5.175,Low Fat,0.030330202,Health and Hygiene,88.72,1994,High,Cluster 3,Supermarket Type1,970.4
NCN55,CHUKWUDI017,NCN55_CHUKWUDI017,14.6,Low Fat,0.059827007,Others,598.13,2014,,Cluster 2,Supermarket Type1,9013.27
NCN55,CHUKWUDI035,NCN55_CHUKWUDI035,14.6,Ultra Low fat,0,Others,605.88,2011,Small,Cluster 2,Supermarket Type1,13219.46
NCN55,CHUKWUDI045,NCN55_CHUKWUDI045,14.6,Low Fat,0.059611153,Others,595.88,2009,,Cluster 2,Supermarket Type1,5407.96
NCO05,CHUKWUDI013,NCO05_CHUKWUDI013,7.27,Low Fat,0.046520703,Health and Hygiene,244.35,1994,High,Cluster 3,Supermarket Type1,1478.08
NCO05,CHUKWUDI046,NCO05_CHUKWUDI046,7.27,Low Fat,0.046559448,Health and Hygiene,251.35,2004,Small,Cluster 1,Supermarket Type1,6158.65
NCO05,CHUKWUDI049,NCO05_CHUKWUDI049,7.27,Low Fat,0.046631836,Health and Hygiene,246.1,2006,Medium,Cluster 1,Supermarket Type1,3941.54
NCO06,CHUKWUDI010,NCO06_CHUKWUDI010,19.25,Low Fat,0.180820798,Household,89.89,2005,,Cluster 3,Grocery Store,169.78
NCO06,CHUKWUDI013,NCO06_CHUKWUDI013,19.25,Low Fat,0.107940533,Household,88.89,1994,High,Cluster 3,Supermarket Type1,764.01
NCO07,CHUKWUDI018,NCO07_CHUKWUDI018,9.06,Low Fat,0.009816092,Others,529.64,2016,Medium,Cluster 3,Supermarket Type2,9054.88
NCO07,CHUKWUDI019,NCO07_CHUKWUDI019,,Low Fat,0.017116983,Others,529.89,1992,Small,Cluster 1,Grocery Store,532.64
NCO07,CHUKWUDI049,NCO07_CHUKWUDI049,9.06,Low Fat,0.009791467,Others,533.14,2006,Medium,Cluster 1,Supermarket Type1,11718.08
NCO14,CHUKWUDI010,NCO14_CHUKWUDI010,9.6,Low Fat,0.049617765,Household,110.52,2005,,Cluster 3,Grocery Store,111.52
NCO14,CHUKWUDI013,NCO14_CHUKWUDI013,9.6,Low Fat,0.029619203,Household,109.02,1994,High,Cluster 3,Supermarket Type1,1561.3
NCO17,CHUKWUDI017,NCO17_CHUKWUDI017,10,Low Fat,0.073794811,Health and Hygiene,303.61,2014,,Cluster 2,Supermarket Type1,6291.81
NCO17,CHUKWUDI018,NCO17_CHUKWUDI018,10,Low Fat,0.073678663,Health and Hygiene,302.36,2016,Medium,Cluster 3,Supermarket Type2,5093.37
NCO17,CHUKWUDI019,NCO17_CHUKWUDI019,,Low Fat,0.128478462,Health and Hygiene,294.86,1992,Small,Cluster 1,Grocery Store,599.22
NCO17,CHUKWUDI046,NCO17_CHUKWUDI046,10,Low Fat,0.073379745,Health and Hygiene,295.61,2004,Small,Cluster 1,Supermarket Type1,6891.03
NCO17,CHUKWUDI049,NCO17_CHUKWUDI049,10,Low Fat,0.073493831,Health and Hygiene,295.86,2006,Medium,Cluster 1,Supermarket Type1,4494.15
NCO18,CHUKWUDI017,NCO18_CHUKWUDI017,13.15,Low Fat,0.024790707,Household,443.92,2014,,Cluster 2,Supermarket Type1,9777.27
NCO18,CHUKWUDI035,NCO18_CHUKWUDI035,13.15,Low Fat,0.024646608,Household,443.67,2011,Small,Cluster 2,Supermarket Type1,13777.07
NCO18,CHUKWUDI045,NCO18_CHUKWUDI045,13.15,Low Fat,0.024701262,Household,442.17,2009,,Cluster 2,Supermarket Type1,5333.06
NCO18,CHUKWUDI046,NCO18_CHUKWUDI046,13.15,Low Fat,0.024651269,Household,448.92,2004,Small,Cluster 1,Supermarket Type1,3555.37
NCO26,CHUKWUDI013,NCO26_CHUKWUDI013,7.235,Low Fat,0.076791671,Household,291.12,1994,High,Cluster 3,Supermarket Type1,5792.46
NCO26,CHUKWUDI017,NCO26_CHUKWUDI017,7.235,Low Fat,0.077290355,Household,292.37,2014,,Cluster 2,Supermarket Type1,5792.46
NCO26,CHUKWUDI046,NCO26_CHUKWUDI046,7.235,Low Fat,0.076855628,Household,290.12,2004,Small,Cluster 1,Supermarket Type1,4923.59
NCO26,CHUKWUDI049,NCO26_CHUKWUDI049,7.235,Low Fat,0.076975118,Household,291.62,2006,Medium,Cluster 1,Supermarket Type1,6661.33
NCO29,CHUKWUDI013,NCO29_CHUKWUDI013,11.15,Low Fat,0.032229348,Health and Hygiene,408.13,1994,High,Cluster 3,Supermarket Type1,3700.18
NCO29,CHUKWUDI017,NCO29_CHUKWUDI017,11.15,Low Fat,0.032438645,Health and Hygiene,407.63,2014,,Cluster 2,Supermarket Type1,5755.84
NCO29,CHUKWUDI018,NCO29_CHUKWUDI018,11.15,Low Fat,0.032387589,Health and Hygiene,410.88,2016,Medium,Cluster 3,Supermarket Type2,7400.37
NCO29,CHUKWUDI027,NCO29_CHUKWUDI027,,Low Fat,0.032099989,Health and Hygiene,410.38,1992,Medium,Cluster 3,Supermarket Type3,7400.37
NCO29,CHUKWUDI035,NCO29_CHUKWUDI035,11.15,Low Fat,0.032250092,Health and Hygiene,410.13,2011,Small,Cluster 2,Supermarket Type1,11922.81
NCO29,CHUKWUDI045,NCO29_CHUKWUDI045,11.15,Low Fat,0.032321608,Health and Hygiene,414.13,2009,,Cluster 2,Supermarket Type1,3289.05
NCO29,CHUKWUDI049,NCO29_CHUKWUDI049,11.15,Low Fat,0.032306341,Health and Hygiene,415.88,2006,Medium,Cluster 1,Supermarket Type1,2466.79
NCO30,CHUKWUDI017,NCO30_CHUKWUDI017,19.5,Low Fat,0.01581384,Household,458.15,2014,,Cluster 2,Supermarket Type1,7350.43
NCO30,CHUKWUDI019,NCO30_CHUKWUDI019,,Low Fat,0.027532258,Household,462.65,1992,Small,Cluster 1,Grocery Store,1378.21
NCO30,CHUKWUDI035,NCO30_CHUKWUDI035,19.5,Low Fat,0.01572192,Household,464.15,2011,Small,Cluster 2,Supermarket Type1,2297.01
NCO30,CHUKWUDI045,NCO30_CHUKWUDI045,19.5,Low Fat,0.015756784,Household,462.65,2009,,Cluster 2,Supermarket Type1,5512.82
NCO30,CHUKWUDI049,NCO30_CHUKWUDI049,19.5,Low Fat,0.015749341,Household,455.65,2006,Medium,Cluster 1,Supermarket Type1,8269.24
NCO41,CHUKWUDI010,NCO41_CHUKWUDI010,12.5,Low Fat,0.031549131,Health and Hygiene,247.6,2005,,Cluster 3,Grocery Store,492.69
NCO41,CHUKWUDI046,NCO41_CHUKWUDI046,12.5,Low Fat,0.018848862,Health and Hygiene,241.85,2004,Small,Cluster 1,Supermarket Type1,5419.61
NCO42,CHUKWUDI017,NCO42_CHUKWUDI017,21.25,Low Fat,0.024795057,Household,368.53,2014,,Cluster 2,Supermarket Type1,9477.66
NCO42,CHUKWUDI018,NCO42_CHUKWUDI018,21.25,Low Fat,0.024756031,Household,366.78,2016,Medium,Cluster 3,Supermarket Type2,4009.78
NCO42,CHUKWUDI027,NCO42_CHUKWUDI027,,Low Fat,0.024536199,Household,361.53,1992,Medium,Cluster 3,Supermarket Type3,9477.66
NCO42,CHUKWUDI035,NCO42_CHUKWUDI035,21.25,Ultra Low fat,0.024650932,Household,365.03,2011,Small,Cluster 2,Supermarket Type1,7290.51
NCO42,CHUKWUDI045,NCO42_CHUKWUDI045,21.25,Low Fat,0.024705597,Household,362.78,2009,,Cluster 2,Supermarket Type1,4009.78
NCO42,CHUKWUDI049,NCO42_CHUKWUDI049,21.25,Low Fat,0.024693927,Household,360.28,2006,Medium,Cluster 1,Supermarket Type1,4374.31
NCO43,CHUKWUDI013,NCO43_CHUKWUDI013,5.5,Low Fat,0.047059016,Others,250.25,1994,High,Cluster 3,Supermarket Type1,5313.08
NCO43,CHUKWUDI046,NCO43_CHUKWUDI046,5.5,Low Fat,0.04709821,Others,253.25,2004,Small,Cluster 1,Supermarket Type1,8349.13
NCO53,CHUKWUDI017,NCO53_CHUKWUDI017,16.2,Low Fat,0.176175402,Health and Hygiene,460.15,2014,,Cluster 2,Supermarket Type1,5053.42
NCO53,CHUKWUDI018,NCO53_CHUKWUDI018,16.2,Low Fat,0.175898114,Health and Hygiene,459.4,2016,Medium,Cluster 3,Supermarket Type2,7350.43
NCO53,CHUKWUDI027,NCO53_CHUKWUDI027,,Low Fat,0.174336148,Health and Hygiene,460.15,1992,Medium,Cluster 3,Supermarket Type3,16079.07
NCO53,CHUKWUDI049,NCO53_CHUKWUDI049,16.2,Low Fat,0,Health and Hygiene,455.4,2006,Medium,Cluster 1,Supermarket Type1,7809.83
NCO54,CHUKWUDI013,NCO54_CHUKWUDI013,19.5,Low Fat,0.014262413,Household,142.9,1994,High,Cluster 3,Supermarket Type1,828.92
NCO55,CHUKWUDI010,NCO55_CHUKWUDI010,12.8,Low Fat,0.152377658,Others,270.48,2005,,Cluster 3,Grocery Store,1071.94
NCO55,CHUKWUDI018,NCO55_CHUKWUDI018,12.8,Ultra Low fat,0.091408076,Others,272.48,2016,Medium,Cluster 3,Supermarket Type2,2679.85
NCP02,CHUKWUDI010,NCP02_CHUKWUDI010,7.105,Low Fat,0.075000682,Household,152.64,2005,,Cluster 3,Grocery Store,740.7
NCP02,CHUKWUDI013,NCP02_CHUKWUDI013,7.105,Low Fat,0.044771473,Household,145.64,1994,High,Cluster 3,Supermarket Type1,1481.41
NCP05,CHUKWUDI010,NCP05_CHUKWUDI010,19.6,Low Fat,0.042324556,Health and Hygiene,377.26,2005,,Cluster 3,Grocery Store,759.01
NCP05,CHUKWUDI017,NCP05_CHUKWUDI017,19.6,Low Fat,0.025429614,Health and Hygiene,379.26,2014,,Cluster 2,Supermarket Type1,7210.61
NCP05,CHUKWUDI018,NCP05_CHUKWUDI018,19.6,Low Fat,0,Health and Hygiene,375.76,2016,Medium,Cluster 3,Supermarket Type2,6451.6
NCP05,CHUKWUDI027,NCP05_CHUKWUDI027,,Low Fat,0.025164132,Health and Hygiene,381.51,1992,Medium,Cluster 3,Supermarket Type3,15180.24
NCP05,CHUKWUDI035,NCP05_CHUKWUDI035,19.6,Low Fat,0.025281802,Health and Hygiene,380.01,2011,Small,Cluster 2,Supermarket Type1,7210.61
NCP05,CHUKWUDI045,NCP05_CHUKWUDI045,19.6,Low Fat,0,Health and Hygiene,383.26,2009,,Cluster 2,Supermarket Type1,6072.1
NCP05,CHUKWUDI046,NCP05_CHUKWUDI046,19.6,Low Fat,0.025286583,Health and Hygiene,379.51,2004,Small,Cluster 1,Supermarket Type1,3415.55
